,Customer_ID,Age,Annual_Income,Monthly_Income,Monthly_Spending,Savings,Checking_Balance,Credit_Score,Credit_Card_Spending,Loan_Amount,Number_of_Loans,Investment_Amount,Debt_to_Income_Ratio,Transaction_Frequency,Financial_Risk_Score,Behavior_Segment,Cluster,Behaviour
1246,1247,27,317701.81,26475.15,12536.91,30311.72,254412.4,686,6003.15,164395.47,0,5663.0,0.398,43,65.98,Young_Budget,1,Premium
1247,1248,31,350448.7,29204.06,19872.93,24463.91,191537.24,651,10806.21,8376.62,1,23470.82,0.265,41,65.02,Young_Budget,1,Premium
1248,1249,54,667198.8,55599.9,39094.85,21431.35,63114.34,515,21979.06,337861.98,3,21609.11,0.673,10,83.25,High_Risk,1,Premium
1249,1250,56,1672638.57,139386.55,35199.47,581784.81,79953.82,808,11520.76,197398.38,2,398357.61,0.168,84,16.4,High_Income,0,Normal
1250,1251,62,1576194.27,131349.52,28793.19,667412.4,156026.24,792,7247.36,621876.09,0,879450.46,0.103,63,27.78,Investor,0,Normal
1251,1252,49,413530.35,34460.86,13527.1,111983.01,56846.47,692,6609.89,211905.93,1,78744.0,0.238,62,48.0,Middle_Class,1,Premium
1252,1253,27,336608.38,28050.7,16291.52,18345.69,171263.86,731,6126.82,86504.27,1,20093.16,0.415,44,55.15,Young_Budget,1,Premium
1253,1254,28,305756.4,25479.7,16113.67,39463.28,54724.51,664,6595.54,172666.6,0,7840.49,0.385,29,55.14,Young_Budget,1,Premium
1254,1255,46,2734458.44,227871.54,76113.79,1282946.84,155571.07,799,25182.98,132241.23,0,718237.66,0.24,51,32.12,High_Income,0,Normal
1255,1256,46,642896.4,53574.7,28232.7,197862.25,213195.58,721,8437.75,469956.51,1,111122.36,0.335,50,45.73,Middle_Class,1,Premium
1256,1257,27,357586.39,29798.87,16549.56,61173.84,78816.72,691,8273.89,42459.11,0,27571.58,0.333,44,55.58,Young_Budget,1,Premium
1257,1258,52,681613.42,56801.12,23456.42,115329.13,132802.9,779,11307.53,442246.02,2,125832.32,0.348,25,39.29,Middle_Class,1,Premium
1258,1259,33,453212.8,37767.73,17689.97,42199.71,36415.25,710,7825.86,79638.03,0,27145.98,0.203,26,70.64,Young_Budget,1,Premium
1259,1260,64,1753286.19,146107.18,51929.08,759971.49,13116.97,801,11001.79,316920.37,3,594757.14,0.159,92,23.32,High_Income,0,Normal
1260,1261,53,695286.72,57940.56,28854.49,175733.04,296362.92,697,7732.25,248067.33,1,41005.98,0.243,49,39.2,Middle_Class,1,Premium
1261,1262,32,1752409.25,146034.1,40157.31,595178.98,212772.3,774,8405.25,449923.1,0,716867.89,0.115,103,19.4,Investor,0,Normal
1262,1263,35,835557.75,69629.81,37132.91,135091.7,81101.86,767,10838.01,236483.09,1,67653.64,0.187,56,53.6,Middle_Class,1,Premium
1263,1264,36,550191.11,45849.26,19020.64,162176.04,65308.15,691,8648.78,314625.23,1,37768.56,0.383,56,38.31,Middle_Class,1,Premium
1264,1265,22,393090.13,32757.51,18717.36,30683.35,247040.31,614,8884.85,136846.89,0,21722.62,0.39,32,83.65,Young_Budget,1,Premium
1265,1266,34,355975.3,29664.61,17947.93,39357.03,168031.72,604,6679.62,202329.34,0,10544.14,0.212,17,65.7,Young_Budget,1,Premium
1266,1267,30,533275.74,44439.64,17578.47,170531.4,248909.69,686,8453.88,365076.25,0,89555.65,0.283,36,56.41,Middle_Class,1,Premium
1267,1268,53,856779.53,71398.29,35529.76,190129.96,13229.9,715,15314.05,272843.87,0,96801.48,0.206,65,35.98,Middle_Class,1,Premium
1268,1269,37,1761740.74,146811.73,48972.96,520333.7,249975.65,770,21632.2,643360.24,4,486356.65,0.203,48,20.87,High_Income,0,Normal
1269,1270,52,859217.3,71601.44,37880.62,224618.29,231107.86,729,15928.87,364424.29,1,66957.29,0.246,38,38.1,Middle_Class,1,Premium
1270,1271,52,1521875.5,126822.96,43774.21,390951.73,101224.45,789,15466.47,627858.19,4,329285.61,0.105,58,19.87,High_Income,0,Normal
1271,1272,51,1215177.6,101264.8,20651.19,536954.51,105905.93,779,7065.76,603573.16,1,719592.44,0.129,78,26.26,Investor,0,Normal
1272,1273,31,1229440.48,102453.37,29634.17,691937.54,161776.93,782,5108.45,640669.43,4,664266.8,0.187,52,9.83,Investor,0,Normal
1273,1274,31,452932.41,37744.37,18202.49,77072.42,216436.56,600,9622.63,88526.11,1,26431.85,0.206,40,76.3,Young_Budget,1,Premium
1274,1275,41,873569.47,72797.46,34300.93,143423.94,242960.74,743,12259.0,167913.54,1,151983.59,0.212,38,54.61,Middle_Class,1,Premium
1275,1276,33,351326.12,29277.18,14002.86,63950.19,259940.56,655,4708.87,38898.58,0,19582.68,0.232,18,84.7,Young_Budget,1,Premium
1276,1277,48,400301.8,33358.48,18278.5,137452.75,92901.67,682,5436.4,475999.5,1,64426.43,0.375,41,32.08,Middle_Class,1,Premium
1277,1278,53,419447.09,34953.92,28871.66,34878.55,11788.64,532,17922.78,433124.94,6,1373.48,0.745,54,76.7,High_Risk,1,Premium
1278,1279,34,390951.46,32579.29,22707.72,66072.83,42939.12,566,8972.02,143961.51,2,19489.08,0.401,20,55.56,Young_Budget,1,Premium
1279,1280,46,797566.08,66463.84,33099.74,242663.09,245129.7,745,8642.7,452795.7,2,110723.52,0.289,32,39.12,Middle_Class,1,Premium
1280,1281,36,2147662.76,178971.9,63399.62,916797.32,235256.74,800,13013.91,647578.73,5,388465.62,0.124,67,15.2,High_Income,0,Normal
1281,1282,58,1894991.34,157915.94,46212.86,914748.74,163333.48,810,15341.02,747951.0,4,514705.21,0.208,54,33.81,High_Income,0,Normal
1282,1283,31,797477.21,66456.43,32735.91,261906.0,167751.19,671,10900.05,437269.6,3,153769.8,0.318,55,35.29,Middle_Class,1,Premium
1283,1284,24,411280.26,34273.36,17348.24,57072.69,226305.07,614,8227.43,214936.97,3,28476.88,0.27,33,58.3,Young_Budget,1,Premium
1284,1285,53,553568.16,46130.68,17512.76,103768.81,265708.8,702,6337.61,284967.23,2,89441.76,0.184,30,57.72,Middle_Class,1,Premium
1285,1286,43,647504.93,53958.74,27506.43,152772.61,274694.16,709,13662.05,285934.08,2,110161.48,0.156,68,40.59,Middle_Class,1,Premium
1286,1287,28,342923.16,28576.93,12932.3,53023.88,216999.23,720,5138.52,158246.62,1,26098.89,0.207,32,67.3,Young_Budget,1,Premium
1287,1288,36,633121.63,52760.14,26152.95,125301.27,45568.49,705,9642.19,161145.05,2,88923.91,0.356,30,39.69,Middle_Class,1,Premium
1288,1289,26,345841.81,28820.15,17854.53,44151.27,158249.4,635,8026.05,81654.53,0,23061.39,0.472,44,64.15,Young_Budget,1,Premium
1289,1290,26,288565.35,24047.11,12781.71,18215.11,174943.76,652,6994.4,57256.48,1,16080.95,0.263,26,58.39,Young_Budget,1,Premium
1290,1291,31,662748.31,55229.03,20314.12,114453.51,50762.37,684,9670.08,250780.81,1,35319.26,0.373,55,41.18,Middle_Class,1,Premium
1291,1292,33,150000.0,12500.0,5000.0,4460.66,207516.4,602,1943.98,157370.98,0,5305.46,0.313,23,64.79,Young_Budget,1,Premium
1292,1293,46,995988.95,82999.08,25203.06,481571.56,26163.12,822,9338.22,698753.25,3,298691.77,0.186,61,27.05,High_Income,0,Normal
1293,1294,55,957080.68,79756.72,25395.96,353489.35,16635.57,793,11409.28,467541.71,0,290379.8,0.147,91,11.25,High_Income,0,Normal
1294,1295,62,2158221.74,179851.81,37384.5,716021.28,198182.3,797,14734.53,696769.85,1,1470510.19,0.116,122,7.88,Investor,0,Normal
1295,1296,22,276376.67,23031.39,11157.52,34523.35,269633.9,685,5586.47,69695.69,0,18896.34,0.244,34,59.94,Young_Budget,1,Premium
1296,1297,33,335875.36,27989.61,13591.58,64617.75,207404.24,631,7427.6,58748.26,2,7771.36,0.203,19,84.76,Young_Budget,1,Premium
1297,1298,26,327638.12,27303.18,15071.68,54746.26,109673.83,634,6826.91,128462.44,1,14231.44,0.498,18,81.78,Young_Budget,1,Premium
1298,1299,51,2740135.65,228344.64,83458.73,1268825.83,88449.69,822,24823.7,564718.75,0,951889.28,0.152,54,12.84,High_Income,0,Normal
1299,1300,45,1519309.06,126609.09,34659.46,497703.89,87578.7,782,7258.08,560339.73,0,425144.7,0.128,43,26.08,High_Income,0,Normal
1300,1301,30,221680.19,18473.35,9423.07,31186.01,86695.96,613,4213.39,157674.95,0,6650.33,0.263,34,80.16,Young_Budget,1,Premium
1301,1302,30,475871.22,39655.94,37324.72,9750.11,278763.06,595,30204.22,489349.62,1,8915.96,0.584,47,80.45,High_Risk,1,Premium
1302,1303,34,398311.44,33192.62,16217.69,29939.86,177326.11,749,8876.15,113182.5,0,9971.85,0.281,36,63.36,Young_Budget,1,Premium
1303,1304,30,626099.22,52174.94,18994.98,205324.27,239067.46,687,5692.57,390605.06,1,58658.71,0.324,57,47.57,Middle_Class,1,Premium
1304,1305,53,1397282.98,116440.25,44010.68,382306.43,151967.9,805,15625.3,562066.06,0,436337.81,0.189,46,30.88,High_Income,0,Normal
1305,1306,65,1150151.04,95845.92,34942.78,456341.38,195682.68,807,10454.88,193999.99,2,455885.64,0.123,120,22.7,Investor,0,Normal
1306,1307,43,2168300.19,180691.68,57191.89,668698.5,75365.74,803,23343.48,901633.62,1,701966.38,0.257,55,17.72,High_Income,0,Normal
1307,1308,52,2036519.72,169709.98,51493.99,762756.84,180889.18,782,15531.89,515835.95,2,1415765.07,0.186,124,8.97,Investor,0,Normal
1308,1309,28,967565.65,80630.47,38153.28,218097.65,276731.74,690,14930.06,144595.42,3,64645.75,0.35,49,42.69,Middle_Class,1,Premium
1309,1310,38,1674869.25,139572.44,55332.16,597630.71,81993.52,815,12363.9,426643.35,1,777082.02,0.149,66,10.1,Investor,0,Normal
1310,1311,23,204464.98,17038.75,8878.4,10784.51,27945.26,654,4200.44,193987.08,0,10430.87,0.435,37,69.33,Young_Budget,1,Premium
1311,1312,66,1366459.43,113871.62,26557.15,590592.38,297447.42,750,10236.62,19181.47,0,835017.34,0.102,100,29.53,Investor,0,Normal
1312,1313,42,783378.47,65281.54,30794.95,150867.58,237798.42,718,13006.1,142585.78,1,67955.76,0.151,50,44.62,Middle_Class,1,Premium
1313,1314,64,1440138.41,120011.53,47834.69,494697.25,78974.25,779,8366.55,306812.72,1,606311.0,0.152,97,17.83,Investor,0,Normal
1314,1315,51,767921.71,63993.48,23825.48,264743.07,115423.43,735,10086.25,172666.88,1,55676.89,0.223,28,54.78,Middle_Class,1,Premium
1315,1316,64,2236624.51,186385.38,53935.88,599144.91,176264.48,776,11403.54,134814.93,1,721521.16,0.231,94,32.24,High_Income,0,Normal
1316,1317,35,547251.45,45604.29,20537.33,99191.65,251507.16,753,6822.38,498713.08,0,84684.62,0.21,27,41.51,Middle_Class,1,Premium
1317,1318,50,2437796.36,203149.7,74315.26,958818.63,131201.94,832,20663.12,490969.2,2,793182.79,0.285,63,18.28,High_Income,0,Normal
1318,1319,26,197926.61,16493.88,9448.19,22948.61,212533.91,616,2849.03,59138.82,0,6818.21,0.252,39,76.9,Young_Budget,1,Premium
1319,1320,32,328307.6,27358.97,18315.56,27873.26,105894.38,713,8169.7,35731.22,1,4015.27,0.282,18,58.88,Young_Budget,1,Premium
1320,1321,31,1071460.93,89288.41,39336.31,357642.1,238496.67,679,12633.83,347599.47,0,116620.83,0.335,56,59.45,Middle_Class,1,Premium
1321,1322,25,354462.04,29538.5,18277.03,23750.75,126364.44,607,9676.67,56443.07,0,8574.06,0.251,20,72.77,Young_Budget,1,Premium
1322,1323,32,1585179.04,132098.25,36221.56,554958.21,277730.52,797,7914.8,167276.57,1,802773.46,0.194,73,29.89,Investor,0,Normal
1323,1324,30,358921.14,29910.1,14946.91,22518.73,173159.95,605,6453.68,81698.55,1,28178.97,0.428,36,70.27,Young_Budget,1,Premium
1324,1325,27,512226.62,42685.55,28400.36,36684.24,61364.97,453,18956.58,309749.65,2,24279.07,0.678,11,88.77,High_Risk,1,Premium
1325,1326,37,794530.03,66210.84,34179.09,127824.44,252267.7,700,14628.17,78335.55,2,144698.32,0.35,27,59.45,Middle_Class,1,Premium
1326,1327,21,304645.89,25387.16,14389.16,52581.32,187366.63,679,5094.25,77977.19,0,8843.18,0.338,17,79.61,Young_Budget,1,Premium
1327,1328,45,954894.43,79574.54,26257.67,572929.17,213556.19,816,7846.37,439850.99,0,440543.02,0.226,71,25.96,Investor,0,Normal
1328,1329,63,1961077.27,163423.11,48990.44,806768.27,257924.16,767,10868.53,949248.19,1,606598.74,0.252,48,18.63,High_Income,0,Normal
1329,1330,36,818106.27,68175.52,31686.2,127920.3,221951.5,693,12222.29,412673.18,0,151025.89,0.209,30,33.5,Middle_Class,1,Premium
1330,1331,37,900999.98,75083.33,34256.52,221746.75,185223.77,707,15474.64,240569.43,1,131047.4,0.326,57,36.73,Middle_Class,1,Premium
1331,1332,51,2006728.37,167227.36,72822.55,829945.75,253640.07,793,26538.7,322244.82,4,396068.68,0.115,53,20.69,High_Income,0,Normal
1332,1333,31,340894.37,28407.86,16973.88,45183.04,162574.27,653,7680.58,173910.4,2,23116.98,0.237,24,71.02,Young_Budget,1,Premium
1333,1334,48,283881.59,23656.8,17214.06,23689.85,155236.94,587,9862.95,724404.61,1,318.36,0.591,52,99.64,High_Risk,1,Premium
1334,1335,45,690445.2,57537.1,36525.7,42767.28,100832.91,621,19175.95,364365.64,3,17991.09,0.554,24,79.15,High_Risk,1,Premium
1335,1336,57,2523103.04,210258.59,55089.92,980793.92,251727.09,806,16956.18,220388.58,0,936001.9,0.274,86,10.56,High_Income,0,Normal
1336,1337,21,264147.74,22012.31,12435.94,41939.97,22644.11,661,6689.72,90957.35,2,12958.66,0.255,23,84.16,Young_Budget,1,Premium
1337,1338,52,1821095.82,151757.99,58749.86,819923.63,71798.47,788,15668.81,864390.49,1,277993.8,0.274,85,13.59,High_Income,0,Normal
1338,1339,31,362903.92,30241.99,13738.37,48508.38,191891.46,615,5324.31,160823.96,1,7753.28,0.321,32,57.61,Young_Budget,1,Premium
1339,1340,31,337702.11,28141.84,16746.67,54937.2,141531.71,625,7236.17,128823.89,1,5518.98,0.304,43,69.48,Young_Budget,1,Premium
1340,1341,36,727589.4,60632.45,30817.54,157613.67,41693.36,715,9095.82,175790.76,1,41440.02,0.379,52,38.38,Middle_Class,1,Premium
1341,1342,44,914965.42,76247.12,37733.41,282384.44,267952.78,744,11643.47,216727.92,2,76198.67,0.308,42,46.72,Middle_Class,1,Premium
1342,1343,59,1575514.19,131292.85,37563.69,623509.98,145643.58,771,14518.2,227085.26,0,1021335.5,0.102,122,6.13,Investor,0,Normal
1343,1344,53,2386465.39,198872.12,56072.02,752602.2,253873.19,751,19136.85,295434.28,3,632660.31,0.179,92,30.63,High_Income,0,Normal
1344,1345,42,1702891.14,141907.6,37357.13,741088.82,43536.9,766,9175.24,639548.06,0,904310.74,0.141,120,8.03,Investor,0,Normal
1345,1346,40,604290.55,50357.55,19294.83,151474.04,107233.05,765,7969.45,70172.02,0,103583.49,0.28,65,56.37,Middle_Class,1,Premium
1346,1347,46,775803.19,64650.27,31375.76,189509.96,125480.99,704,15026.04,226310.35,0,115757.94,0.293,36,40.31,Middle_Class,1,Premium
1347,1348,48,676766.53,56397.21,27152.62,233751.86,249931.49,717,7176.72,241754.82,1,133614.57,0.31,39,58.34,Middle_Class,1,Premium
1348,1349,29,150000.0,12500.0,9079.13,4347.01,253845.03,683,6172.32,831836.29,3,4352.23,0.568,53,96.92,High_Risk,1,Premium
1349,1350,27,318203.0,26516.92,12391.48,50173.76,197435.54,601,4175.14,71281.48,2,15380.88,0.265,44,63.27,Young_Budget,1,Premium
1350,1351,66,628129.31,52344.11,13641.96,285618.18,21536.06,827,4247.12,675718.59,2,286965.68,0.086,120,16.51,Investor,0,Normal
1351,1352,62,1107493.97,92291.16,28132.8,294004.14,129885.78,783,9943.56,503262.46,3,379719.22,0.2,51,34.01,High_Income,0,Normal
1352,1353,29,660665.78,55055.48,26029.77,100183.41,109098.81,680,11188.39,301426.94,1,84514.38,0.19,49,49.58,Middle_Class,1,Premium
1353,1354,60,1570274.3,130856.19,47671.46,612115.7,239122.28,850,13193.58,187710.35,3,532511.65,0.217,44,19.29,High_Income,0,Normal
1354,1355,43,736851.13,61404.26,30136.82,213710.72,246899.85,704,14433.68,207024.36,3,142543.61,0.187,54,48.99,Middle_Class,1,Premium
1355,1356,60,1130400.01,94200.0,22324.64,648724.05,246523.84,801,4014.21,405241.41,0,590210.46,0.12,71,24.42,Investor,0,Normal
1356,1357,52,446349.12,37195.76,25373.29,28075.0,33592.19,587,22449.71,317326.06,2,5590.66,0.775,12,80.03,High_Risk,1,Premium
1357,1358,30,814003.46,67833.62,32964.55,264042.51,103550.07,652,14513.23,213499.01,2,49747.28,0.257,53,52.77,Middle_Class,1,Premium
1358,1359,51,389522.77,32460.23,13916.87,93612.82,67775.96,718,6052.81,316084.87,2,66997.64,0.243,61,46.39,Middle_Class,1,Premium
1359,1360,55,2171004.27,180917.02,80512.5,565801.25,21469.71,729,25124.5,672383.67,0,649557.15,0.111,92,25.64,High_Income,0,Normal
1360,1361,50,696662.94,58055.24,40326.04,17811.72,281721.0,486,24938.87,410363.91,4,11311.49,0.507,32,83.74,High_Risk,1,Premium
1361,1362,27,522566.54,43547.21,21888.36,93544.61,118490.42,629,11304.99,80081.98,1,22506.99,0.473,16,83.85,Young_Budget,1,Premium
1362,1363,40,1410489.35,117540.78,51777.44,497131.39,55487.16,773,21702.58,836271.72,1,369309.07,0.164,70,14.04,High_Income,0,Normal
1363,1364,40,1920978.84,160081.57,48940.32,876220.87,31338.63,741,19811.43,751906.39,2,690082.09,0.272,59,20.64,High_Income,0,Normal
1364,1365,53,1659404.8,138283.73,53207.9,563108.99,77743.93,799,21496.86,558718.21,1,384536.88,0.258,59,10.5,High_Income,0,Normal
1365,1366,28,392513.53,32709.46,19599.48,53057.24,70419.29,636,6677.15,17383.84,1,7213.54,0.451,31,79.79,Young_Budget,1,Premium
1366,1367,50,1697219.44,141434.95,57308.03,701172.12,128799.71,804,25641.44,283593.44,2,406834.45,0.154,97,31.95,High_Income,0,Normal
1367,1368,51,428953.96,35746.16,26217.34,18984.99,116417.56,546,16855.23,281669.63,2,3124.01,0.639,25,82.02,High_Risk,1,Premium
1368,1369,30,412061.78,34338.48,19022.98,38364.59,185355.56,699,8276.25,221360.88,1,11222.68,0.268,22,57.27,Young_Budget,1,Premium
1369,1370,27,440459.92,36704.99,17618.62,52496.26,193711.8,627,5824.46,110462.14,0,20364.05,0.439,21,59.33,Young_Budget,1,Premium
1370,1371,54,609283.4,50773.62,35375.36,25969.96,46506.14,563,19504.99,316140.59,2,16120.17,0.589,18,83.81,High_Risk,1,Premium
1371,1372,32,203296.74,16941.4,9544.24,33301.13,49197.5,640,3866.94,49249.36,0,12606.16,0.327,24,75.27,Young_Budget,1,Premium
1372,1373,35,1663785.07,138648.76,51435.0,831769.01,287529.62,826,17886.27,288767.95,1,685909.63,0.143,56,19.69,Investor,0,Normal
1373,1374,48,591187.78,49265.65,19090.0,148166.48,193345.74,701,8304.05,172749.67,2,89980.84,0.179,52,31.37,Middle_Class,1,Premium
1374,1375,31,809668.62,67472.38,29882.99,126454.5,22710.66,715,11061.7,407974.43,3,65565.41,0.151,25,30.72,Middle_Class,1,Premium
1375,1376,69,1873846.74,156153.89,49282.59,1036028.32,205514.35,820,8351.24,627545.82,1,895499.1,0.17,103,11.44,Investor,0,Normal
1376,1377,49,533389.56,44449.13,23884.13,86892.47,28716.63,764,9228.47,89328.28,1,101629.66,0.153,31,46.71,Middle_Class,1,Premium
1377,1378,28,747236.56,62269.71,30611.83,143330.31,114737.39,730,9734.86,125120.63,0,41452.08,0.364,38,37.84,Middle_Class,1,Premium
1378,1379,45,405565.75,33797.15,17667.24,77946.28,18191.4,738,8313.77,348841.6,1,23873.36,0.275,68,49.27,Middle_Class,1,Premium
1379,1380,60,1767194.54,147266.21,47003.04,681291.35,122564.16,783,12430.28,340440.14,5,280027.34,0.249,41,18.94,High_Income,0,Normal
1380,1381,22,150000.0,12500.0,5230.47,13622.61,201789.36,666,2071.05,234974.09,3,8075.0,0.322,19,57.64,Young_Budget,1,Premium
1381,1382,38,902699.58,75224.96,37715.99,172808.64,148667.64,757,15296.7,311021.9,1,53086.35,0.313,31,58.32,Middle_Class,1,Premium
1382,1383,32,483979.9,40331.66,25570.51,37275.33,47766.1,559,21979.12,419142.31,1,9354.47,0.567,11,91.12,High_Risk,1,Premium
1383,1384,41,749983.05,62498.59,29039.09,182876.16,31210.49,778,12651.44,499927.68,3,75985.93,0.23,64,42.83,Middle_Class,1,Premium
1384,1385,37,1837387.32,153115.61,66150.48,676658.04,30717.69,824,16175.23,425258.78,3,407132.54,0.211,58,18.73,High_Income,0,Normal
1385,1386,33,549294.91,45774.58,19637.7,174655.63,263510.57,751,8018.97,124888.12,1,41644.31,0.323,61,46.14,Middle_Class,1,Premium
1386,1387,60,1295915.81,107992.98,28263.06,657033.19,12858.48,774,9767.45,117821.61,1,663539.24,0.168,75,10.99,Investor,0,Normal
1387,1388,27,265671.57,22139.3,12302.29,39748.81,242994.56,557,6053.86,82294.42,2,2933.97,0.328,26,74.25,Young_Budget,1,Premium
1388,1389,31,668264.3,55688.69,36671.08,59879.88,53713.29,680,28309.72,485674.56,1,15645.94,0.518,42,83.46,High_Risk,1,Premium
1389,1390,31,567441.51,47286.79,16783.15,175090.95,272281.04,735,4204.42,204760.89,3,49412.6,0.33,64,30.06,Middle_Class,1,Premium
1390,1391,33,387065.26,32255.44,19389.07,44250.93,256560.33,666,9914.2,182204.26,1,9235.24,0.326,25,69.53,Young_Budget,1,Premium
1391,1392,27,384963.6,32080.3,15603.29,47022.94,105953.69,629,7590.89,121255.18,0,16646.75,0.455,39,63.49,Young_Budget,1,Premium
1392,1393,21,357523.42,29793.62,19021.77,45373.91,205305.74,676,7067.56,213061.99,1,20071.1,0.457,33,64.31,Young_Budget,1,Premium
1393,1394,54,651055.65,54254.64,20663.55,194438.02,269652.04,796,7290.65,289211.86,3,97276.3,0.374,69,42.39,Middle_Class,1,Premium
1394,1395,48,695913.47,57992.79,30245.67,228933.76,248429.69,768,12080.45,278432.13,1,36397.88,0.252,28,43.64,Middle_Class,1,Premium
1395,1396,50,1258124.25,104843.69,26003.23,491040.93,115653.6,783,5844.58,391277.86,0,850975.75,0.167,63,14.24,Investor,0,Normal
1396,1397,40,686820.09,57235.01,25997.04,238795.29,40924.66,745,9771.01,476484.8,3,70026.37,0.241,62,47.82,Middle_Class,1,Premium
1397,1398,32,609717.59,50809.8,24093.36,204177.4,161929.7,764,9489.8,336965.08,2,72228.56,0.152,57,39.54,Middle_Class,1,Premium
1398,1399,64,1475190.05,122932.5,39478.02,396223.72,204535.01,774,16351.23,874131.68,2,497603.04,0.204,57,23.39,High_Income,0,Normal
1399,1400,38,1275001.46,106250.12,32294.05,493695.4,242038.09,760,9366.53,586281.94,2,373642.55,0.215,53,20.53,High_Income,0,Normal
1400,1401,28,326643.14,27220.26,17618.12,56989.58,273556.07,656,7052.43,159738.75,2,22186.95,0.282,37,60.56,Young_Budget,1,Premium
1401,1402,30,313956.05,26163.0,13821.71,18486.83,16301.53,678,5037.21,122578.45,1,17199.16,0.328,28,81.97,Young_Budget,1,Premium
1402,1403,30,375560.06,31296.67,17046.14,54844.09,191564.26,672,5591.25,175638.75,2,10689.28,0.356,21,78.88,Young_Budget,1,Premium
1403,1404,62,2092687.39,174390.62,52941.35,702767.39,32331.01,777,13219.73,556371.82,2,445625.19,0.213,54,24.42,High_Income,0,Normal
1404,1405,64,2225112.34,185426.03,56193.65,940321.29,270179.44,756,21043.79,217201.12,1,429777.63,0.2,93,17.4,High_Income,0,Normal
1405,1406,33,663967.92,55330.66,21661.5,168101.02,50272.95,726,7923.64,494986.54,1,122848.89,0.228,61,52.1,Middle_Class,1,Premium
1406,1407,54,1710527.49,142543.96,50169.67,612075.67,221784.16,831,9748.7,253514.34,2,526464.4,0.12,92,11.06,Investor,0,Normal
1407,1408,63,1454646.74,121220.56,32543.26,586677.13,208886.48,800,5973.95,472035.06,1,708361.92,0.193,55,25.41,Investor,0,Normal
1408,1409,37,1558922.7,129910.22,40442.48,486041.95,75989.91,788,12281.14,386020.56,1,485071.21,0.233,86,34.79,High_Income,0,Normal
1409,1410,66,1590226.5,132518.88,37942.58,561385.81,105928.47,802,10180.33,305581.02,2,594919.84,0.205,53,28.95,Investor,0,Normal
1410,1411,32,228829.6,19069.13,11633.98,36283.01,144228.47,753,4146.84,124262.47,1,15654.39,0.313,38,76.91,Young_Budget,1,Premium
1411,1412,24,433939.19,36161.6,20557.95,80189.95,118083.75,613,10265.78,225367.42,0,24634.96,0.422,24,82.63,Young_Budget,1,Premium
1412,1413,37,571083.14,47590.26,24766.32,181705.61,80479.23,679,6839.72,477426.15,0,64049.21,0.204,47,32.24,Middle_Class,1,Premium
1413,1414,28,314867.57,26238.96,14281.26,26981.16,248445.63,597,7413.09,169711.43,0,8485.19,0.205,29,75.07,Young_Budget,1,Premium
1414,1415,35,590179.16,49181.6,20324.96,199369.33,100362.72,778,6416.6,229215.93,1,48761.49,0.226,65,35.51,Middle_Class,1,Premium
1415,1416,30,600020.69,50001.72,34676.13,10013.4,234041.75,421,21929.74,572129.44,0,2647.09,0.555,49,93.43,High_Risk,1,Premium
1416,1417,23,384272.49,32022.71,17750.93,71933.66,295709.22,617,7135.12,111490.09,0,12475.63,0.32,28,61.98,Young_Budget,1,Premium
1417,1418,34,339650.58,28304.22,18116.19,53359.69,293179.52,655,6529.9,20817.92,1,6857.28,0.308,33,64.78,Young_Budget,1,Premium
1418,1419,35,570881.17,47573.43,21171.85,176628.51,148113.2,701,7096.07,457803.02,1,95939.65,0.175,54,51.61,Middle_Class,1,Premium
1419,1420,38,832388.55,69365.71,60473.59,27751.19,265162.93,643,50247.11,521674.1,1,10243.84,0.541,16,88.71,High_Risk,1,Premium
1420,1421,36,975337.07,81278.09,34034.79,296450.46,79377.05,755,9611.5,307011.52,0,125956.48,0.231,64,32.03,Middle_Class,1,Premium
1421,1422,32,616905.39,51408.78,27445.69,146480.5,237307.38,692,13319.26,226603.26,3,67890.56,0.378,52,31.01,Middle_Class,1,Premium
1422,1423,29,372086.32,31007.19,20521.33,64737.48,126571.34,704,10812.08,29305.15,0,5877.71,0.481,43,74.87,Young_Budget,1,Premium
1423,1424,34,438423.86,36535.32,23158.62,67257.75,278820.78,626,7074.17,227673.95,0,23689.93,0.219,37,79.71,Young_Budget,1,Premium
1424,1425,32,410720.13,34226.68,24015.82,35581.05,207326.98,598,12981.11,390755.66,4,7936.11,0.499,18,96.08,High_Risk,1,Premium
1425,1426,31,685155.31,57096.28,49023.84,16384.24,170086.16,572,36428.79,658616.42,1,8929.92,0.637,14,98.75,High_Risk,1,Premium
1426,1427,21,230916.43,19243.04,11729.33,27454.55,188482.08,623,6347.03,54744.61,1,15653.71,0.322,41,77.78,Young_Budget,1,Premium
1427,1428,39,351752.3,29312.69,26000.95,4336.42,247132.69,669,14069.07,679892.93,3,11925.8,0.757,52,84.04,High_Risk,1,Premium
1428,1429,55,1417992.92,118166.08,44469.21,386563.89,242011.69,777,19692.66,669157.54,3,227125.16,0.107,43,33.91,High_Income,0,Normal
1429,1430,53,1282532.57,106877.71,39053.13,676308.14,246820.24,831,12481.76,230801.33,1,621537.28,0.248,126,23.2,Investor,0,Normal
1430,1431,53,785887.59,65490.63,31208.71,120941.36,293144.14,732,8736.44,122558.02,0,133574.59,0.227,59,49.0,Middle_Class,1,Premium
1431,1432,46,546549.21,45545.77,21148.4,167204.5,137334.24,728,10201.4,80173.67,1,53189.05,0.263,53,52.79,Middle_Class,1,Premium
